11.7,53
11.7,53
11.7,53
11.7,53
19.5,53
20.15,53
22.1,53
24.05,53
26,53
27.95,53
29.9,53
31.85,53
33.8,53
35.75,53
37.7,53
39.65,53
41.6,53
43.55,53
45.5,53
47.45,53
,
,
,
,
,
,
undefined,undefined
,
,
,
,
,
undefined,undefined
,
undefined,undefined
,
undefined,undefined
,
undefined,
,
